order_id,customer_id,order_datetime,billing_zip,shipping_zip,shipping_state,payment_method,device_type,ip_country,promo_used,promo_code,order_subtotal,shipping_fee,tax_amount,order_total,risk_score,is_fraud,fulfilled
696,1,"2026-01-02 15:55:28",28289,28289,CO,paypal,mobile,US,0,,114.43,6.99,8.91,130.33,6.0,1,1
697,1,"2025-10-28 05:16:23",28289,28289,CO,card,desktop,US,0,,853.18,8.74,80.0,941.92,84.7,0,1
698,1,"2025-07-12 02:13:01",28289,28289,CO,card,mobile,US,0,,549.91,25.69,42.33,617.93,72.9,1,1
699,1,"2025-12-30 20:02:28",28289,48992,CA,paypal,desktop,US,0,,842.26,9.09,53.5,904.85,88.3,1,1
700,1,"2025-10-08 23:20:48",28289,28289,CO,card,mobile,US,0,,688.94,26.74,54.57,770.25,85.2,1,1
701,1,"2025-07-15 17:00:22",28289,28289,CO,card,mobile,US,0,,910.32,27.79,46.91,985.02,94.4,0,1
702,1,"2025-08-26 11:05:37",28289,28289,CO,card,desktop,US,0,,1133.29,9.44,99.84,1242.57,97.8,0,1
703,1,"2025-08-02 02:16:22",28289,28289,CO,card,tablet,US,0,,953.7,8.74,57.37,1019.81,93.7,1,1
704,1,"2025-12-18 12:12:30",28289,28289,CO,paypal,desktop,US,1,STUDENT,150.87,6.99,9.54,167.4,7.8,0,1
705,1,"2025-12-08 02:26:10",28289,28289,CO,card,mobile,GB,0,,182.82,24.99,9.18,216.99,26.6,0,1
706,1,"2025-11-09 00:03:27",28289,83054,IL,card,desktop,IN,1,VIP20,470.21,8.39,30.8,509.4,89.5,0,1
707,1,"2025-09-10 00:24:51",28289,28289,CO,card,mobile,US,0,,246.96,13.34,12.38,272.68,32.4,0,1
708,1,"2025-12-30 01:19:24",28289,28289,CO,card,tablet,BR,1,VIP20,125.88,7.34,8.46,141.68,21.6,0,1
709,1,"2025-08-25 00:20:21",28289,28289,CO,bank,mobile,US,0,,101.27,6.99,5.75,114.01,10.6,0,1
710,1,"2025-11-24 10:10:38",28289,28289,CO,bank,desktop,US,0,,21.95,6.99,1.12,30.06,2.1,0,1
711,1,"2025-10-12 07:59:33",28289,89314,CO,crypto,mobile,US,0,,40.62,6.99,3.56,51.17,72.2,0,1
712,1,"2025-11-18 21:09:00",28289,28289,CO,card,mobile,US,0,,440.81,7.34,24.41,472.56,32.4,0,1
713,1,"2025-12-11 18:56:04",28289,28289,CO,crypto,mobile,US,0,,549.43,8.39,47.0,604.82,82.1,0,1
714,1,"2025-07-25 05:07:13",28289,28289,CO,card,mobile,US,0,,67.46,7.69,4.61,79.76,15.4,0,1
715,1,"2026-01-04 21:24:58",28289,40420,CA,card,mobile,US,0,,65.02,7.69,5.9,78.61,18.1,0,1
716,1,"2025-09-24 13:14:05",28289,28289,CO,paypal,mobile,US,0,,92.79,6.99,4.67,104.45,13.3,0,1
717,1,"2025-11-01 17:14:58",28289,28289,CO,card,desktop,US,1,WELCOME,102.45,6.99,9.47,118.91,11.9,0,1
718,1,"2025-09-23 21:27:08",28289,91694,AZ,card,desktop,US,0,,712.57,8.74,59.59,780.9,93.7,0,1
719,1,"2025-08-22 09:48:18",28289,28289,CO,card,mobile,US,0,,686.93,9.09,39.54,735.56,82.9,0,1
720,1,"2025-09-21 11:01:32",28289,63528,TX,paypal,desktop,US,0,,483.5,8.04,41.58,533.12,76.2,1,1
721,1,"2025-08-17 08:15:27",28289,28289,CO,card,mobile,US,0,,521.75,7.69,33.18,562.62,67.1,0,1
722,1,"2025-08-29 23:57:22",28289,28289,CO,card,mobile,US,0,,706.41,14.39,55.58,776.38,85.6,0,1
723,1,"2025-12-21 06:47:16",28289,28289,CO,card,mobile,US,1,FREESHIP,207.18,0.0,14.65,221.83,16.9,0,1
724,1,"2025-12-01 13:40:07",28289,28289,CO,bank,desktop,US,0,,92.79,6.99,4.75,104.53,3.0,0,1
725,1,"2025-11-20 17:12:28",28289,28289,CO,paypal,mobile,US,1,STUDENT,466.28,14.04,40.42,520.74,40.2,0,1
726,1,"2025-08-28 20:20:01",28289,28289,CO,card,mobile,CA,1,VIP20,199.93,7.69,16.19,223.81,60.3,1,1
727,1,"2025-10-17 22:36:01",28289,28289,CO,card,tablet,US,1,VIP20,988.43,8.74,66.72,1063.89,96.5,0,1
728,1,"2025-10-24 17:00:20",28289,28289,CO,card,mobile,US,0,,343.17,7.34,26.82,377.33,30.7,0,1
729,1,"2025-10-08 08:21:46",28289,28289,CO,bank,mobile,US,0,,168.62,6.99,12.06,187.67,14.7,0,1
730,1,"2025-09-12 18:06:41",28289,28289,CO,card,mobile,US,0,,34.14,6.99,2.92,44.05,13.2,0,1
731,1,"2025-07-13 06:51:22",28289,28289,CO,bank,mobile,US,0,,925.49,8.39,47.94,981.82,90.1,0,1
732,1,"2025-12-28 03:53:02",28289,28289,CO,card,mobile,US,0,,89.48,7.34,6.84,103.66,7.0,0,1
733,1,"2025-11-24 04:27:40",28289,28289,CO,crypto,desktop,US,0,,691.59,9.09,39.03,739.71,87.0,0,1
734,1,"2025-12-30 03:11:12",28289,28289,CO,card,mobile,US,0,,394.95,8.04,31.92,434.91,28.4,0,1
735,1,"2025-08-05 09:17:15",28289,28289,CO,paypal,tablet,US,0,,426.76,8.74,31.2,466.7,40.9,0,1
736,1,"2025-11-12 16:52:04",28289,28289,CO,card,mobile,US,1,VIP20,21.24,24.99,1.25,47.48,7.9,0,1
737,1,"2025-10-08 11:30:56",28289,28289,CO,card,mobile,US,0,,326.1,6.99,26.38,359.47,42.5,0,1
738,1,"2025-07-10 09:54:18",28289,28289,CO,bank,mobile,US,0,,64.53,12.99,4.44,81.96,4.4,0,1
739,1,"2025-09-16 21:14:22",28289,28289,CO,paypal,desktop,US,0,,1044.64,26.39,60.32,1131.35,95.1,0,1
740,1,"2025-12-09 11:49:52",28289,28289,CO,paypal,desktop,US,1,SAVE10,593.61,7.69,43.37,644.67,48.1,0,1
741,1,"2025-08-17 20:06:34",28289,28289,CO,bank,tablet,US,0,,124.22,7.34,11.14,142.7,9.2,0,1
742,1,"2025-08-12 08:32:12",28289,53618,CA,card,desktop,US,0,,407.4,7.34,21.58,436.32,72.7,0,1
743,1,"2025-08-04 21:26:40",28289,28289,CO,card,mobile,US,1,STUDENT,830.15,9.09,78.41,917.65,94.7,0,1
744,1,"2025-11-18 02:53:12",28289,54142,CA,card,tablet,US,0,,613.26,26.39,40.43,680.08,76.9,0,1
745,1,"2025-09-02 03:13:52",28289,28289,CO,bank,mobile,US,1,FREESHIP,199.8,0.0,14.23,214.03,22.6,0,1
746,1,"2025-07-22 15:26:34",28289,28289,CO,card,mobile,CA,0,,105.08,7.34,8.12,120.54,37.8,0,1
747,1,"2025-12-13 04:46:15",28289,28289,CO,card,mobile,US,0,,396.03,7.34,32.57,435.94,28.5,0,1
748,1,"2025-07-28 20:24:09",28289,28289,CO,card,desktop,US,1,VIP20,295.33,7.34,25.56,328.23,41.1,0,1
749,1,"2025-10-14 21:50:19",28289,28289,CO,paypal,desktop,US,0,,1315.32,9.44,104.46,1429.22,98.8,1,1
750,1,"2025-08-22 23:10:48",28289,28289,CO,paypal,mobile,US,0,,328.76,14.04,31.0,373.8,37.0,0,1
751,1,"2025-09-29 09:19:18",28289,28289,CO,card,desktop,US,0,,478.6,8.39,35.94,522.93,55.3,0,1
752,1,"2025-12-17 05:40:29",28289,28289,CO,card,desktop,US,1,SAVE10,267.29,6.99,18.17,292.45,17.7,0,1
753,1,"2025-11-09 10:07:24",28289,28289,CO,paypal,mobile,US,1,VIP20,627.71,9.09,42.73,679.53,68.9,0,1
754,1,"2025-08-21 07:19:14",28289,28289,CO,card,desktop,US,0,,413.51,13.34,28.8,455.65,47.0,0,1
755,1,"2025-11-25 07:24:04",28289,28289,CO,card,mobile,US,0,,348.57,8.39,30.06,387.02,23.8,0,1
756,1,"2025-10-03 03:04:30",28289,28289,CO,card,mobile,US,0,,828.62,8.39,77.67,914.68,92.2,0,1
757,1,"2025-11-13 04:22:30",28289,28289,CO,card,mobile,US,0,,208.65,13.34,18.12,240.11,13.0,0,1
758,1,"2025-11-06 16:17:52",28289,28289,CO,card,desktop,US,0,,358.3,13.34,18.31,389.95,25.9,0,1
759,1,"2025-09-05 14:10:07",28289,28289,CO,card,mobile,US,0,,74.16,6.99,5.65,86.8,15.9,0,1
760,1,"2025-11-15 08:19:03",28289,28289,CO,card,mobile,US,0,,214.03,6.99,16.09,237.11,12.8,0,1
761,1,"2025-08-22 16:50:33",28289,28289,CO,card,desktop,US,1,WELCOME,366.43,14.04,23.27,403.74,50.5,0,1
762,1,"2025-11-30 23:18:27",28289,28289,CO,card,mobile,US,0,,197.25,25.34,17.83,240.42,13.0,0,1
763,1,"2025-11-12 01:01:03",28289,28289,CO,card,tablet,US,0,,399.82,13.69,23.65,437.16,22.9,0,1
764,1,"2025-10-21 18:38:11",28289,28289,CO,paypal,tablet,IN,0,,239.67,12.99,15.74,268.4,27.7,0,1
765,1,"2025-11-23 23:51:36",28289,28289,CO,card,desktop,US,0,,40.62,24.99,2.79,68.4,4.5,0,1
766,1,"2025-08-12 11:02:32",28289,28289,CO,bank,mobile,US,1,FREESHIP,397.71,0.0,27.46,425.17,45.7,0,1
767,1,"2025-07-27 21:42:30",28289,28289,CO,card,mobile,US,0,,293.49,8.04,25.92,327.45,38.6,0,1
768,1,"2025-07-31 01:28:06",28289,28289,CO,card,desktop,US,1,VIP20,210.66,13.69,16.59,240.94,31.1,0,1
769,1,"2025-12-14 08:19:21",28289,28289,CO,card,mobile,CA,0,,1018.99,9.79,64.18,1092.96,96.7,0,1
770,1,"2025-08-23 02:25:05",28289,28289,CO,card,desktop,GB,1,WELCOME,216.9,7.69,12.78,237.37,54.7,0,1
771,1,"2025-10-19 19:53:12",28289,28289,CO,card,mobile,US,0,,13.31,6.99,0.81,21.11,6.9,0,1
772,1,"2025-10-15 04:20:35",28289,23094,CO,bank,mobile,US,1,SAVE10,196.95,6.99,13.5,217.44,49.7,0,1
773,1,"2025-10-24 06:11:12",28289,28289,CO,card,desktop,US,0,,190.55,7.34,9.55,207.44,12.3,0,1
774,1,"2025-09-19 23:36:51",28289,28289,CO,card,desktop,US,1,FREESHIP,374.04,0.0,29.59,403.63,50.5,0,1
775,1,"2026-01-03 11:13:29",28289,28289,CO,card,desktop,US,0,,109.19,6.99,7.01,123.19,5.8,0,1
776,1,"2025-09-30 02:32:40",28289,28289,CO,card,desktop,US,1,FREESHIP,187.71,0.0,12.53,200.24,26.9,0,1
777,1,"2025-12-21 19:28:57",28289,37228,WA,card,mobile,US,1,FREESHIP,625.96,0.0,48.13,674.09,86.7,0,1
778,1,"2025-10-14 21:34:49",28289,28289,CO,paypal,mobile,US,0,,169.32,6.99,14.15,190.46,19.0,0,1
779,1,"2025-12-02 09:31:54",28289,28289,CO,paypal,desktop,US,1,VIP20,453.46,8.39,30.5,492.35,30.2,0,1
780,1,"2025-08-09 07:35:28",28289,28289,CO,card,desktop,US,0,,378.52,8.39,21.64,408.55,41.2,0,1
781,1,"2025-10-02 00:37:22",28289,28289,CO,paypal,mobile,US,0,,398.07,8.39,36.22,442.68,45.3,0,1
782,1,"2025-07-25 13:49:32",28289,28289,CO,card,desktop,CA,0,,738.98,8.39,63.05,810.42,93.4,0,1
783,1,"2025-11-01 07:20:05",28289,28289,CO,card,desktop,US,0,,326.63,12.99,26.24,365.86,23.7,0,1
784,1,"2025-07-26 20:31:45",28289,13030,CO,paypal,mobile,US,0,,121.52,6.99,8.39,136.9,37.4,0,1
785,1,"2025-09-22 18:18:09",28289,28289,CO,card,mobile,IN,0,,154.29,14.04,12.91,181.24,45.2,0,1
786,1,"2025-08-18 12:31:55",28289,28289,CO,card,mobile,US,0,,1335.13,9.09,91.61,1435.83,99.4,0,1
787,1,"2025-11-07 04:00:11",28289,28289,CO,crypto,mobile,US,0,,202.14,24.99,11.08,238.21,52.3,0,1
788,1,"2025-11-28 17:06:47",28289,28289,CO,paypal,mobile,US,0,,474.19,25.69,29.55,529.43,32.0,0,1
789,1,"2025-12-11 11:34:50",28289,28289,CO,card,mobile,US,0,,556.2,9.09,29.89,595.18,46.9,1,1
790,1,"2025-08-07 22:06:42",28289,28289,CO,paypal,mobile,US,1,VIP20,614.04,13.34,47.34,674.72,79.8,0,1
791,1,"2025-08-28 18:08:30",28289,28289,CO,paypal,mobile,US,0,,7.83,6.99,0.41,15.23,8.9,0,1
792,1,"2025-08-18 13:54:09",28289,28289,CO,card,mobile,US,1,SAVE10,647.28,26.74,41.2,715.22,86.7,0,1
793,1,"2025-10-25 14:07:22",28289,28289,CO,card,mobile,US,0,,402.91,8.39,28.05,439.35,37.7,0,1
794,1,"2025-08-25 01:42:45",28289,28289,CO,bank,mobile,US,0,,303.81,7.34,23.09,334.24,26.3,0,1
795,1,"2025-09-02 19:58:19",28289,28289,CO,card,mobile,CA,1,SAVE10,227.04,7.69,14.65,249.38,63.3,0,1
796,1,"2025-09-02 15:29:00",28289,28289,CO,paypal,tablet,US,0,,1079.73,8.74,71.93,1160.4,95.7,0,1
797,1,"2025-10-05 08:23:12",28289,28289,CO,paypal,mobile,US,0,,135.74,7.34,11.43,154.51,16.4,0,1
798,1,"2025-07-25 19:27:01",28289,28289,CO,crypto,desktop,US,1,STUDENT,890.61,26.74,83.83,1001.18,99.0,0,1
799,1,"2025-12-12 20:30:13",28289,28289,CO,card,mobile,US,0,,276.8,12.99,15.85,305.64,17.2,0,1
800,1,"2025-09-01 14:53:14",28289,28289,CO,bank,mobile,US,0,,573.3,8.39,48.83,630.52,61.1,0,1
801,1,"2025-12-17 02:15:56",28289,28289,CO,paypal,mobile,IN,0,,30.71,12.99,1.55,45.25,10.2,0,1
802,1,"2025-10-25 18:13:12",28289,28289,CO,card,mobile,US,1,VIP20,24.92,6.99,1.94,33.85,10.6,0,1
803,1,"2025-07-24 16:24:42",28289,28289,CO,bank,mobile,US,0,,121.18,6.99,8.29,136.46,11.7,0,1
804,1,"2025-11-17 14:19:23",28289,28289,CO,card,mobile,US,0,,330.46,8.04,27.31,365.81,21.9,0,1
805,1,"2025-12-16 07:30:55",28289,28289,CO,card,mobile,US,0,,160.82,13.69,9.39,183.9,10.2,0,1
806,1,"2025-11-20 13:47:34",28289,28289,CO,bank,mobile,US,0,,235.22,8.04,21.22,264.48,8.5,0,1
807,1,"2026-01-05 14:10:02",28289,28289,CO,paypal,mobile,US,0,,200.87,6.99,16.58,224.44,9.3,0,1
808,1,"2025-12-06 23:07:57",28289,28289,CO,bank,mobile,US,0,,830.98,8.39,58.54,897.91,68.8,1,1
809,1,"2025-12-26 05:35:40",28289,28289,CO,card,mobile,US,0,,194.64,26.39,11.6,232.63,12.6,0,1
810,1,"2025-12-21 10:06:06",28289,28289,CO,paypal,desktop,US,0,,246.85,12.99,19.06,278.9,9.1,0,1
811,1,"2025-10-03 15:23:42",28289,28289,CO,card,tablet,US,0,,30.14,6.99,2.77,39.9,10.0,0,1
812,1,"2025-11-04 00:02:52",28289,28289,CO,bank,desktop,US,0,,318.48,7.34,23.54,349.36,13.5,0,1
813,1,"2025-09-28 20:35:15",28289,28289,CO,card,mobile,US,1,WELCOME,256.88,8.04,14.53,279.45,42.5,0,1
814,1,"2025-11-30 09:06:01",28289,28289,CO,bank,mobile,US,0,,551.12,8.74,43.12,602.98,33.5,0,1
815,1,"2025-09-12 01:31:07",28289,28289,CO,card,mobile,US,1,SAVE10,956.05,9.79,65.9,1031.74,96.9,0,1
816,1,"2025-07-22 16:23:16",28289,28289,CO,paypal,mobile,US,0,,236.27,7.69,13.22,257.18,24.7,0,1
817,1,"2025-07-14 08:39:51",28289,28289,CO,paypal,desktop,US,1,FREESHIP,254.8,0.0,22.7,277.5,28.6,0,1
818,1,"2026-01-02 17:03:39",28289,28289,CO,card,desktop,US,1,SAVE10,204.68,12.99,17.35,235.02,13.9,0,1
819,1,"2025-12-26 08:22:18",28289,28289,CO,paypal,mobile,US,0,,468.61,14.39,33.91,516.91,30.7,0,1
820,1,"2025-07-17 16:50:21",28289,28289,CO,paypal,desktop,US,0,,391.8,13.34,23.47,428.61,36.4,0,1
821,1,"2025-09-01 23:53:26",28289,28289,CO,card,tablet,CA,0,,586.6,8.04,43.29,637.93,85.7,0,1
822,1,"2025-11-24 04:52:56",28289,28289,CO,card,mobile,US,0,,501.04,13.69,26.27,541.0,40.3,0,1
823,1,"2025-11-24 17:57:01",28289,28289,CO,card,mobile,US,1,STUDENT,1069.73,8.74,96.86,1175.33,96.0,1,1
824,1,"2025-09-03 09:33:35",28289,28289,CO,bank,desktop,US,0,,311.02,7.69,24.1,342.81,21.7,0,1
825,1,"2025-12-07 00:31:38",28289,28289,CO,card,desktop,US,1,VIP20,249.57,8.04,16.92,274.53,16.4,0,1
826,1,"2025-09-30 11:30:33",28289,28289,CO,card,tablet,US,0,,184.8,12.99,13.55,211.34,20.7,0,1
827,1,"2025-12-06 20:09:47",28289,28289,CO,card,mobile,US,0,,726.7,9.44,52.65,788.79,69.9,0,1
828,1,"2025-11-04 11:32:24",28289,28289,CO,bank,desktop,US,1,WELCOME,461.14,13.69,41.9,516.73,35.1,0,1
829,1,"2025-07-24 17:32:56",28289,28289,CO,card,mobile,US,0,,495.46,15.09,41.17,551.72,65.9,0,1
830,1,"2025-09-26 11:10:20",28289,28289,CO,card,mobile,US,0,,579.51,8.04,45.64,633.19,74.4,1,1
831,1,"2025-09-02 10:03:40",28289,28289,CO,card,desktop,US,1,VIP20,479.34,12.99,38.14,530.47,65.8,0,1
832,1,"2025-10-02 08:12:56",28289,28289,CO,card,desktop,US,0,,276.59,8.04,16.34,300.97,29.0,0,1
833,1,"2025-11-26 09:21:17",28289,28289,CO,card,tablet,US,0,,274.86,7.34,20.49,302.69,13.2,0,1
834,1,"2025-08-10 08:42:11",28289,28289,CO,card,desktop,US,0,,592.34,8.04,45.74,646.12,69.6,0,1
835,1,"2025-08-08 03:15:03",28289,28289,CO,card,mobile,US,1,STUDENT,550.39,8.04,35.44,593.87,78.1,0,1
836,1,"2025-10-08 09:32:41",28289,28289,CO,bank,mobile,CA,0,,813.07,7.34,72.3,892.71,94.1,0,1
837,1,"2025-10-06 05:11:06",28289,28289,CO,bank,mobile,US,0,,143.72,7.34,9.71,160.77,13.1,1,1
838,1,"2025-12-17 08:02:00",28289,28289,CO,bank,mobile,US,0,,307.28,13.34,24.93,345.55,12.2,0,1
839,1,"2025-08-02 01:18:38",28289,28289,CO,card,mobile,US,0,,512.34,8.04,31.02,551.4,65.9,0,1
840,1,"2025-08-05 13:39:48",28289,28289,CO,card,desktop,US,0,,104.63,6.99,6.45,118.07,14.1,0,1
841,1,"2025-11-21 07:32:39",28289,28289,CO,paypal,mobile,US,0,,560.81,8.74,40.76,610.31,41.4,0,1
842,1,"2026-01-02 08:18:01",28289,28289,CO,card,desktop,US,1,WELCOME,238.53,8.39,14.63,261.55,15.5,0,1
843,1,"2025-11-09 17:16:45",28289,28289,CO,card,desktop,US,1,FREESHIP,90.12,0.0,6.16,96.28,10.7,0,1
844,1,"2025-11-26 14:53:12",28289,28289,CO,card,mobile,US,0,,95.65,6.99,7.99,110.63,7.3,0,1
845,1,"2025-09-02 00:36:21",28289,28289,CO,card,desktop,US,0,,185.58,6.99,11.24,203.81,20.1,0,1
846,1,"2025-12-14 07:59:58",28289,17630,CA,paypal,desktop,US,0,,233.86,6.99,21.59,262.44,23.4,0,1
847,1,"2025-11-11 16:28:26",28289,28289,CO,card,desktop,US,0,,910.51,8.74,49.15,968.4,80.9,0,1
848,1,"2025-08-05 22:36:55",28289,28289,CO,paypal,mobile,US,0,,1072.37,27.44,95.27,1195.08,97.3,1,1
849,1,"2025-11-17 15:17:41",28289,28289,CO,card,desktop,US,0,,543.74,8.39,38.79,590.92,39.0,0,1
850,1,"2025-09-30 15:14:53",28289,28289,CO,bank,mobile,US,0,,230.57,7.69,13.98,252.24,19.2,0,1
851,1,"2025-07-26 17:43:10",28289,28289,CO,card,desktop,US,0,,342.39,8.04,27.89,378.32,37.6,0,1
852,1,"2025-08-15 01:19:43",28289,28289,CO,paypal,desktop,US,0,,121.26,6.99,10.47,138.72,11.9,0,1
853,1,"2025-10-10 22:51:31",28289,28289,CO,card,tablet,US,0,,258.7,12.99,17.23,288.92,27.8,0,1
854,1,"2025-08-02 22:13:50",28289,28289,CO,card,tablet,US,0,,556.63,9.44,29.84,595.91,64.1,1,1
855,1,"2025-07-20 13:59:27",28289,28289,CO,card,mobile,US,1,WELCOME,724.44,8.39,36.77,769.6,89.5,1,1
856,1,"2025-07-22 01:59:38",28289,28289,CO,card,desktop,US,1,SAVE10,309.41,7.69,26.9,344.0,43.0,0,1
857,1,"2025-07-12 08:11:42",28289,28289,CO,card,mobile,GB,0,,142.42,7.34,10.8,160.56,42.6,0,1
858,1,"2025-10-13 18:38:50",28289,28289,CO,paypal,desktop,US,0,,422.37,8.39,25.93,456.69,39.7,0,1
859,1,"2025-09-21 15:21:52",28289,28289,CO,bank,tablet,US,0,,852.99,9.09,63.65,925.73,83.6,0,1
860,1,"2025-12-17 20:06:14",28289,28289,CO,card,mobile,US,0,,325.53,14.39,22.26,362.18,21.6,0,1
861,1,"2025-09-06 02:17:56",28289,28289,CO,bank,mobile,US,0,,564.54,9.09,35.06,608.69,58.5,0,1
862,1,"2025-10-27 19:42:46",28289,71268,CO,card,desktop,CA,0,,875.69,8.74,65.82,950.25,98.1,0,1
863,1,"2025-09-05 22:15:02",28289,28289,CO,card,mobile,US,0,,578.03,8.04,46.71,632.78,74.3,0,1
864,1,"2025-12-11 13:11:15",28289,28289,CO,bank,mobile,US,0,,740.55,7.34,48.96,796.85,57.1,0,1
865,1,"2025-12-19 21:36:28",28289,28289,CO,bank,desktop,US,0,,286.81,8.39,19.91,315.11,8.1,0,1
866,1,"2025-07-24 21:57:47",28289,28289,CO,bank,mobile,US,0,,301.66,7.69,21.52,330.87,26.0,0,1
867,1,"2025-10-03 13:43:02",28289,28289,CO,card,desktop,US,0,,522.14,8.39,36.08,566.61,60.7,0,1
868,1,"2025-07-12 10:24:40",28289,28289,CO,bank,mobile,US,0,,209.52,8.74,10.78,229.04,17.4,0,1
869,1,"2026-01-03 21:21:04",28289,28289,CO,bank,desktop,US,1,SAVE10,127.31,12.99,11.63,151.93,5.5,0,1
870,1,"2025-11-12 22:50:22",28289,28289,CO,card,desktop,US,0,,122.48,6.99,10.11,139.58,6.3,0,1
871,1,"2025-10-03 10:27:44",28289,28289,CO,card,desktop,US,0,,836.78,8.39,65.0,910.17,89.6,0,1
872,1,"2025-10-11 14:34:22",28289,28289,CO,paypal,mobile,US,0,,367.44,7.34,24.82,399.6,40.1,0,1
873,1,"2025-08-20 04:12:47",28289,28289,CO,card,desktop,US,0,,17.07,6.99,1.33,25.39,9.3,0,1
874,1,"2025-10-03 15:32:34",28289,28289,CO,card,desktop,US,1,FREESHIP,462.88,0.0,41.13,504.01,62.7,1,1
875,1,"2025-07-10 20:01:23",28289,28289,CO,paypal,desktop,US,0,,590.61,14.39,30.79,635.79,61.7,0,1
876,1,"2025-09-26 22:27:02",28289,28289,CO,card,mobile,US,0,,227.24,6.99,13.85,248.08,29.7,0,1
877,1,"2025-12-25 21:24:05",28289,28289,CO,card,mobile,US,1,WELCOME,288.68,6.99,19.13,314.8,24.5,0,1
878,1,"2025-10-19 05:51:12",28289,28289,CO,paypal,mobile,US,1,VIP20,1092.84,14.74,83.78,1191.36,96.6,0,1
879,1,"2025-07-17 23:49:07",28289,26960,TX,card,desktop,US,0,,143.04,6.99,10.76,160.79,40.2,0,1
880,1,"2025-08-13 16:54:08",28289,28289,CO,card,mobile,US,0,,502.91,8.04,32.8,543.75,65.0,0,1
881,1,"2025-07-24 21:17:12",28289,28289,CO,card,desktop,US,0,,948.73,8.74,80.58,1038.05,94.2,0,1
882,1,"2025-10-23 10:02:40",28289,28289,CO,card,desktop,US,1,FREESHIP,714.7,0.0,47.98,762.68,77.1,1,1
883,1,"2025-08-12 20:25:19",28289,28289,CO,card,mobile,US,0,,143.04,6.99,9.07,159.1,21.3,0,1
884,1,"2025-10-20 23:17:41",28289,28289,CO,card,desktop,US,1,WELCOME,497.61,7.69,37.39,542.69,52.8,0,1
885,1,"2025-10-12 03:30:56",28289,28289,CO,bank,mobile,US,0,,29.1,24.99,2.43,56.52,8.2,0,1
886,1,"2025-10-11 09:29:36",28289,28289,CO,card,desktop,US,1,WELCOME,187.86,6.99,14.29,209.14,27.8,0,1
887,1,"2025-09-02 05:05:28",28289,28289,CO,card,mobile,US,0,,583.4,8.74,51.03,643.17,75.3,0,1
888,1,"2025-12-25 06:57:37",28289,28289,CO,card,mobile,US,0,,1012.31,7.69,93.46,1113.46,92.2,0,1
889,1,"2025-09-26 14:30:23",28289,28289,CO,card,mobile,US,1,STUDENT,311.0,8.04,24.07,343.11,50.4,0,1
890,1,"2025-10-19 17:53:41",28289,28289,CO,paypal,desktop,US,1,VIP20,257.44,12.99,18.66,289.09,18.9,0,1
891,1,"2025-08-01 00:11:25",28289,28289,CO,paypal,desktop,US,1,FREESHIP,59.88,0.0,3.72,63.6,12.1,0,1
892,1,"2025-11-17 06:57:46",28289,28289,CO,card,mobile,US,0,,131.89,13.69,10.63,156.21,9.0,0,1
893,1,"2025-10-11 06:06:50",28289,28289,CO,crypto,mobile,US,1,WELCOME,488.15,7.69,43.75,539.59,93.1,1,1
894,1,"2025-12-25 04:09:09",28289,28289,CO,card,tablet,US,0,,166.41,6.99,12.8,186.2,7.8,0,1
895,1,"2025-09-09 12:11:42",28289,28289,CO,card,mobile,US,1,STUDENT,891.44,9.09,76.19,976.72,96.0,0,1
896,1,"2025-11-23 03:03:57",28289,28289,CO,card,desktop,US,0,,326.63,6.99,29.23,362.85,17.0,0,1
897,1,"2025-10-05 14:55:40",28289,27836,TX,card,mobile,US,1,FREESHIP,311.04,0.0,24.18,335.22,76.4,0,1
898,1,"2025-08-14 13:59:10",28289,28289,CO,card,mobile,US,0,,242.36,6.99,13.95,263.3,31.4,0,1
899,1,"2025-11-16 16:16:02",28289,28289,CO,card,desktop,US,0,,254.67,13.69,14.09,282.45,12.0,0,1
900,1,"2025-11-05 15:57:48",28289,28289,CO,card,mobile,US,0,,715.97,9.44,55.89,781.3,77.0,0,1
901,1,"2025-11-16 06:55:27",28289,28289,CO,paypal,mobile,US,0,,1323.24,9.44,100.88,1433.56,97.7,0,1
902,1,"2025-10-22 00:26:18",28289,28289,CO,card,mobile,US,0,,193.81,6.99,16.62,217.42,16.6,0,1
903,1,"2025-07-10 02:53:00",28289,28289,CO,paypal,mobile,US,0,,152.62,24.99,9.4,187.01,7.8,0,1
904,1,"2025-11-28 18:23:09",28289,66971,IL,paypal,mobile,US,0,,623.94,8.04,55.4,687.38,77.5,1,1
905,1,"2025-12-13 09:20:13",28289,28289,CO,card,mobile,NG,0,,17.58,12.99,1.36,31.93,12.6,0,1
906,1,"2025-09-26 07:24:03",28289,28289,CO,card,mobile,US,1,SAVE10,1837.86,9.79,125.14,1972.79,100.0,0,1
907,1,"2025-11-05 09:26:53",28289,28289,CO,card,mobile,US,0,,8.62,6.99,0.53,16.14,6.8,0,1
908,1,"2025-12-11 06:48:19",28289,28289,CO,paypal,tablet,US,0,,360.94,13.69,24.91,399.54,15.4,1,1
909,1,"2025-08-29 07:51:17",28289,28289,CO,paypal,mobile,US,1,WELCOME,805.81,9.44,68.63,883.88,91.8,0,1
910,1,"2025-08-05 01:06:10",28289,28289,CO,paypal,mobile,US,0,,119.76,6.99,6.89,133.64,15.0,0,1
911,1,"2025-12-20 16:12:38",28289,28289,CO,card,desktop,US,0,,960.71,8.39,80.92,1050.02,86.4,0,1
